Entity,Code,Year,Inbound arrivals (same-night) per 1000 people
Sint Maarten (Dutch part),SXM,1995,17837.377
Sint Maarten (Dutch part),SXM,1996,20901.6
Sint Maarten (Dutch part),SXM,1997,28386.518
Sint Maarten (Dutch part),SXM,1998,28436.783
Sint Maarten (Dutch part),SXM,1999,20039.69
Sint Maarten (Dutch part),SXM,2000,28446.89
Sint Maarten (Dutch part),SXM,2001,28530.107
Sint Maarten (Dutch part),SXM,2002,34478.25
Sint Maarten (Dutch part),SXM,2003,37932.484
Sint Maarten (Dutch part),SXM,2004,43192.668
Sint Maarten (Dutch part),SXM,2005,47209.62
Sint Maarten (Dutch part),SXM,2006,44669.223
Sint Maarten (Dutch part),SXM,2007,44220.543
Sint Maarten (Dutch part),SXM,2008,41445.992
Sint Maarten (Dutch part),SXM,2009,37061.89
Sint Maarten (Dutch part),SXM,2010,45770.812
Sint Maarten (Dutch part),SXM,2011,49676.027
Sint Maarten (Dutch part),SXM,2012,49849.285
Sint Maarten (Dutch part),SXM,2013,47346.375
Sint Maarten (Dutch part),SXM,2014,51170.637
Sint Maarten (Dutch part),SXM,2015,47280.5
Sint Maarten (Dutch part),SXM,2016,40348.12
Sint Maarten (Dutch part),SXM,2017,29545.834
Sint Maarten (Dutch part),SXM,2018,37782.72
Sint Maarten (Dutch part),SXM,2019,37951.723
Sint Maarten (Dutch part),SXM,2020,9991.292
Sint Maarten (Dutch part),SXM,2021,5288.123
Slovakia,SVK,2013,1531.3744
Slovakia,SVK,2014,1394.5751
Slovakia,SVK,2015,1855.8567
Slovakia,SVK,2016,2143.539
Slovakia,SVK,2017,1812.694
Slovakia,SVK,2018,1807.6848
Slovakia,SVK,2019,1917.1489
Solomon Islands,SLB,2005,2.4870672
Solomon Islands,SLB,2006,2.4319165
Solomon Islands,SLB,2007,2.7743428
South Africa,ZAF,2009,49.246857
South Africa,ZAF,2010,62.35405
South Africa,ZAF,2011,71.65832
South Africa,ZAF,2012,73.02657
South Africa,ZAF,2013,88.74475
South Africa,ZAF,2014,90.99288
South Africa,ZAF,2015,90.34209
South Africa,ZAF,2016,89.9822
South Africa,ZAF,2017,82.8019
South Africa,ZAF,2018,79.03783
South Africa,ZAF,2019,78.65779
South Africa,ZAF,2020,18.43477
South Africa,ZAF,2021,6.8695827
South Korea,KOR,2013,13.952589
South Korea,KOR,2014,18.88918
South Korea,KOR,2015,20.512058
South Korea,KOR,2016,44.00703
South Korea,KOR,2017,9.80361
South Korea,KOR,2018,4.218519
South Korea,KOR,2019,5.385702
South Korea,KOR,2020,0.05786514
South Korea,KOR,2021,0
Spain,ESP,1995,489.4942
Spain,ESP,1996,526.2964
Spain,ESP,1997,568.9889
Spain,ESP,1998,648.5251
Spain,ESP,1999,656.0813
Spain,ESP,2000,691.6018
Spain,ESP,2001,659.0271
Spain,ESP,2002,698.76184
Spain,ESP,2003,745.24744
Spain,ESP,2004,780.9883
Spain,ESP,2005,838.9307
Spain,ESP,2006,858.74774
Spain,ESP,2007,889.3867
Spain,ESP,2008,880.597
Spain,ESP,2009,856.6726
Spain,ESP,2010,881.78125
Spain,ESP,2011,920.4089
Spain,ESP,2012,869.705
Spain,ESP,2013,913.12964
Spain,ESP,2014,908.34845
Spain,ESP,2015,897.21716
Spain,ESP,2016,866.00226
Spain,ESP,2017,855.4194
Spain,ESP,2018,890.0445
Spain,ESP,2019,905.1508
Spain,ESP,2020,368.9948
Spain,ESP,2021,430.6448
Sri Lanka,LKA,1995,0.6051414
Sri Lanka,LKA,1996,0.70951
Sri Lanka,LKA,1997,0.9756563
Sri Lanka,LKA,1998,1.5085552
Sri Lanka,LKA,1999,1.4996995
Sri Lanka,LKA,2000,2.3966289
Sri Lanka,LKA,2001,3.1712008
Sri Lanka,LKA,2002,3.3489082
Sri Lanka,LKA,2003,4.2480044
Sri Lanka,LKA,2004,5.9003305
Sri Lanka,LKA,2005,6.099462
Sri Lanka,LKA,2006,6.4919686
Sri Lanka,LKA,2007,4.880806
Sri Lanka,LKA,2008,4.338044
Sri Lanka,LKA,2009,4.393998
Sri Lanka,LKA,2010,5.4188595
Sri Lanka,LKA,2011,5.7527065
Sri Lanka,LKA,2012,6.042684
Sri Lanka,LKA,2013,6.625098
Sri Lanka,LKA,2014,6.497344
Sri Lanka,LKA,2015,9.139186
Sri Lanka,LKA,2016,5.4607844
Sri Lanka,LKA,2017,6.109691
Sri Lanka,LKA,2018,8.665145
Sri Lanka,LKA,2019,5.2194805
Sri Lanka,LKA,2020,1.4736305
Sri Lanka,LKA,2021,0.027556513
Suriname,SUR,1995,59.83931
Suriname,SUR,1996,47.314346
Suriname,SUR,1997,37.536293
Suriname,SUR,1998,32.48483
Suriname,SUR,1999,31.883078
Suriname,SUR,2000,31.314522
Suriname,SUR,2001,28.723722
Suriname,SUR,2003,33.744488
Suriname,SUR,2006,0.5746741
Suriname,SUR,2007,0.757636
Suriname,SUR,2008,0.56186193
Suriname,SUR,2009,0.5555597
Suriname,SUR,2010,0.91560835
Suriname,SUR,2011,0.5433267
Suriname,SUR,2012,0.5375275
Suriname,SUR,2013,1.2412404
Suriname,SUR,2014,1.40428
Suriname,SUR,2015,1.3901488
Suriname,SUR,2016,1.5478226
Suriname,SUR,2017,1.5317428
Sweden,SWE,2011,827.895
Sweden,SWE,2012,799.3944
Sweden,SWE,2013,810.76306
Sweden,SWE,2014,966.70874
Syria,SYR,1995,0.6986435
Syria,SYR,1996,0.6118752
Syria,SYR,1997,0.6620763
Syria,SYR,1998,0.70965195
Syria,SYR,1999,81.50325
Syria,SYR,2000,80.452995
Syria,SYR,2001,88.4149
Syria,SYR,2002,117.51322
Syria,SYR,2003,127.13388
Syria,SYR,2004,162.29808
Syria,SYR,2005,123.1196
Syria,SYR,2006,74.6706
Syria,SYR,2007,61.63358
Syria,SYR,2008,70.82964
Syria,SYR,2009,74.63158
Syria,SYR,2010,108.516785
Syria,SYR,2011,61.85458
Tajikistan,TJK,1999,0.46853036
Tajikistan,TJK,2000,0.621712
Tajikistan,TJK,2001,0.26525974
Tanzania,TZA,1995,0.32722437
Tanzania,TZA,1996,0.35323513
Tanzania,TZA,1997,0.408987
Tanzania,TZA,1998,0.9807978
Tanzania,TZA,1999,1.8806096
Tanzania,TZA,2000,1.2186735
Tanzania,TZA,2001,0.6776892
Tanzania,TZA,2002,0.68769115
Tanzania,TZA,2003,0.6428471
Tanzania,TZA,2004,0.44315976
Tanzania,TZA,2005,0.58317155
Tanzania,TZA,2006,0.54237884
Tanzania,TZA,2007,0.6472259
Tanzania,TZA,2008,0.46651703
Tanzania,TZA,2009,0.43223137
Tanzania,TZA,2010,0.6428654
Tanzania,TZA,2011,0.538607
Tanzania,TZA,2012,0.71150345
Tanzania,TZA,2013,0.67000115
Tanzania,TZA,2014,0.5313439
Tanzania,TZA,2015,0.62805915
Tanzania,TZA,2016,0.9374689
Tanzania,TZA,2017,0.9241645
Tanzania,TZA,2018,2.2034605
Tanzania,TZA,2019,1.4029794
Tanzania,TZA,2020,0.4699818
Tanzania,TZA,2021,1.640238
Thailand,THA,1996,3.138956
Thailand,THA,1997,3.8695436
Thailand,THA,1998,5.8466067
Thailand,THA,1999,8.007347
Thailand,THA,2000,8.197682
Thailand,THA,2001,9.709365
Togo,TGO,2013,0.28144288
Togo,TGO,2014,0.11799603
Togo,TGO,2015,0.13381091
Togo,TGO,2016,0.13052511
Togo,TGO,2017,0.12734313
Tonga,TON,1995,40.002
Tonga,TON,1996,39.916573
Tonga,TON,1997,29.800337
Tonga,TON,1998,78.9266
Tonga,TON,1999,127.45723
Tonga,TON,2000,77.95751
Tonga,TON,2001,58.12602
Tonga,TON,2002,77.05496
Tonga,TON,2003,105.33775
Tonga,TON,2004,95.18914
Tonga,TON,2005,170.38354
Tonga,TON,2006,141.24028
Tonga,TON,2007,178.15117
Tonga,TON,2008,140.25902
Tonga,TON,2009,270.6259
Tonga,TON,2010,166.66512
Tonga,TON,2011,208.13008
Tonga,TON,2012,91.14838
Tonga,TON,2013,107.37127
Tonga,TON,2014,144.41246
Tonga,TON,2015,177.12456
Tonga,TON,2016,260.11862
Tonga,TON,2017,228.58769
Tonga,TON,2018,221.55238
Tonga,TON,2019,254.3705
Tonga,TON,2020,23.749584
Trinidad and Tobago,TTO,1995,16.821745
Trinidad and Tobago,TTO,1996,38.829273
Trinidad and Tobago,TTO,1997,27.310404
Trinidad and Tobago,TTO,1998,32.51216
Trinidad and Tobago,TTO,1999,47.47311
Trinidad and Tobago,TTO,2000,78.06618
Trinidad and Tobago,TTO,2001,63.500317
Trinidad and Tobago,TTO,2002,49.77823
Trinidad and Tobago,TTO,2003,48.021797
Trinidad and Tobago,TTO,2004,42.61009
Trinidad and Tobago,TTO,2005,48.207626
Trinidad and Tobago,TTO,2006,53.016415
Trinidad and Tobago,TTO,2007,59.21172
Trinidad and Tobago,TTO,2008,32.308834
Trinidad and Tobago,TTO,2009,82.072685
Trinidad and Tobago,TTO,2010,72.32519
Trinidad and Tobago,TTO,2011,42.252895
Trinidad and Tobago,TTO,2012,34.256657
Trinidad and Tobago,TTO,2013,22.905039
Trinidad and Tobago,TTO,2014,29.641619
Trinidad and Tobago,TTO,2015,54.10292
Trinidad and Tobago,TTO,2016,56.48818
Trinidad and Tobago,TTO,2017,47.341568
Trinidad and Tobago,TTO,2018,83.737236
Trinidad and Tobago,TTO,2019,59.869995
Trinidad and Tobago,TTO,2020,30.036716
Tunisia,TUN,1995,7.1012745
Tunisia,TUN,1996,10.709871
Tunisia,TUN,1997,13.496608
Tunisia,TUN,1998,11.676995
Tunisia,TUN,1999,17.16376
Tunisia,TUN,2000,18.800552
Tunisia,TUN,2001,27.61349
Tunisia,TUN,2002,25.55831
Tunisia,TUN,2003,37.08137
Tunisia,TUN,2004,40.904644
Tunisia,TUN,2005,57.468227
Tunisia,TUN,2006,59.71254
Tunisia,TUN,2007,70.885796
Tunisia,TUN,2008,65.54073
Tunisia,TUN,2009,65.835236
Tunisia,TUN,2010,74.52917
Tunisia,TUN,2011,26.467186
Turkey,TUR,1995,10.859028
Turkey,TUR,1996,10.747376
Turkey,TUR,1997,10.591177
Turkey,TUR,1998,12.740552
Turkey,TUR,1999,9.400873
Turkey,TUR,2000,13.13295
Turkey,TUR,2001,12.847304
Turkey,TUR,2002,7.061819
Turkey,TUR,2003,10.303987
Turkey,TUR,2004,10.193984
Turkey,TUR,2005,12.400896
Turkey,TUR,2006,12.97389
Turkey,TUR,2007,15.510396
Turkey,TUR,2008,18.872494
Turkey,TUR,2009,21.778967
Turkey,TUR,2010,22.31016
Turkey,TUR,2011,28.51409
Turkey,TUR,2012,26.794216
Turkey,TUR,2013,26.97969
Turkey,TUR,2014,23.24865
Turkey,TUR,2015,20.540848
Turkey,TUR,2016,7.627803
Turkey,TUR,2017,4.495076
Turkey,TUR,2018,4.1661987
Turkey,TUR,2019,6.6481647
Turkey,TUR,2020,0.9151911
Turkey,TUR,2021,1.3447295
Turkmenistan,TKM,1995,3.548931
Turkmenistan,TKM,1996,15.112441
Turkmenistan,TKM,1997,17.187336
Turkmenistan,TKM,1998,18.052485
Turks and Caicos Islands,TCA,2008,14754.099
Turks and Caicos Islands,TCA,2009,17971.4
Turks and Caicos Islands,TCA,2010,20772.41
Turks and Caicos Islands,TCA,2011,21258.105
Turks and Caicos Islands,TCA,2012,21074.6
Turks and Caicos Islands,TCA,2013,23170.732
Turks and Caicos Islands,TCA,2014,27760.324
Turks and Caicos Islands,TCA,2015,25440.42
Turks and Caicos Islands,TCA,2016,22133.953
Turks and Caicos Islands,TCA,2017,20745.014
Turks and Caicos Islands,TCA,2018,24617.016
Turks and Caicos Islands,TCA,2019,25798.07
Turks and Caicos Islands,TCA,2020,4648.1704
Turks and Caicos Islands,TCA,2021,598.12585
Ukraine,UKR,1995,47.217785
Ukraine,UKR,1996,57.214993
Ukraine,UKR,1997,143.21492
Ukraine,UKR,1998,116.49209
Ukraine,UKR,1999,137.0232
Ukraine,UKR,2000,107.61102
Ukraine,UKR,2001,55.83034
Ukraine,UKR,2002,47.439854
Ukraine,UKR,2003,55.60265
Ukraine,UKR,2004,62.502697
Ukraine,UKR,2005,60.92178
Ukraine,UKR,2006,59.623264
Ukraine,UKR,2007,65.64023
Ukraine,UKR,2008,73.33445
Ukraine,UKR,2009,70.534805
Ukraine,UKR,2010,63.721703
Ukraine,UKR,2011,68.54712
Ukraine,UKR,2012,45.103943
Ukraine,UKR,2013,29.884937
Ukraine,UKR,2014,11.429059
Ukraine,UKR,2015,13.271808
Ukraine,UKR,2016,8.944191
Ukraine,UKR,2017,7.8150787
Ukraine,UKR,2018,5.3546977
Ukraine,UKR,2019,6.17492
Ukraine,UKR,2020,5.488541
Ukraine,UKR,2021,6.8686013
United Arab Emirates,ARE,2015,277.11395
United Arab Emirates,ARE,2016,305.86154
United Arab Emirates,ARE,2017,290.7933
United Arab Emirates,ARE,2018,314.87372
United Arab Emirates,ARE,2019,403.94458
United Arab Emirates,ARE,2020,98.952484
United Arab Emirates,ARE,2021,139.34642
United Kingdom,GBR,1995,31.382505
United Kingdom,GBR,1996,38.344597
United Kingdom,GBR,1997,39.484848
United Kingdom,GBR,1998,34.82304
United Kingdom,GBR,1999,35.013096
United Kingdom,GBR,2000,33.933704
United Kingdom,GBR,2001,31.357874
United Kingdom,GBR,2002,31.555527
United Kingdom,GBR,2003,32.321987
United Kingdom,GBR,2004,34.61906
United Kingdom,GBR,2005,31.978807
United Kingdom,GBR,2006,33.86307
United Kingdom,GBR,2007,31.14559
United Kingdom,GBR,2008,28.278898
United Kingdom,GBR,2009,27.55313
United Kingdom,GBR,2010,23.693417
United Kingdom,GBR,2011,23.733393
United Kingdom,GBR,2012,28.366026
United Kingdom,GBR,2013,25.209053
United Kingdom,GBR,2014,26.754766
United Kingdom,GBR,2015,25.189972
United Kingdom,GBR,2016,26.97425
United Kingdom,GBR,2017,23.28017
United Kingdom,GBR,2018,24.37042
United Kingdom,GBR,2019,21.5488
United Kingdom,GBR,2020,5.770997
United Kingdom,GBR,2021,1.4417137
United States,USA,1995,137.06966
United States,USA,1996,134.8294
United States,USA,1997,127.601265
United States,USA,1998,102.92384
United States,USA,1999,97.09452
United States,USA,2000,95.98137
United States,USA,2001,84.239876
United States,USA,2002,72.318306
United States,USA,2003,71.67055
United States,USA,2004,73.21026
United States,USA,2005,75.04986
United States,USA,2006,441.033
United States,USA,2007,393.61386
United States,USA,2008,385.01132
United States,USA,2009,341.65604
United States,USA,2010,328.63315
United States,USA,2011,266.96478
United States,USA,2012,330.53076
United States,USA,2013,337.11765
United States,USA,2014,319.6309
United States,USA,2015,305.2638
United States,USA,2016,302.1116
United States,USA,2017,294.44385
United States,USA,2018,269.7025
United States,USA,2019,257.3465
United States,USA,2020,76.1441
United States,USA,2021,132.02852
United States Virgin Islands,VIR,1995,12438.628
United States Virgin Islands,VIR,1996,13435.518
United States Virgin Islands,VIR,1997,16398.71
United States Virgin Islands,VIR,1998,16064.8955
United States Virgin Islands,VIR,1999,13733.054
United States Virgin Islands,VIR,2000,17098.125
United States Virgin Islands,VIR,2001,18237.533
United States Virgin Islands,VIR,2002,16864.361
United States Virgin Islands,VIR,2003,17306.133
United States Virgin Islands,VIR,2004,19267.877
United States Virgin Islands,VIR,2005,18864.027
United States Virgin Islands,VIR,2006,18773.879
United States Virgin Islands,VIR,2007,18953.475
United States Virgin Islands,VIR,2008,17475.326
United States Virgin Islands,VIR,2009,15796.987
United States Virgin Islands,VIR,2010,18454.32
United States Virgin Islands,VIR,2011,20087.021
United States Virgin Islands,VIR,2012,19288.031
United States Virgin Islands,VIR,2013,20284.424
United States Virgin Islands,VIR,2014,21268.365
United States Virgin Islands,VIR,2015,19463.467
United States Virgin Islands,VIR,2016,18626.014
United States Virgin Islands,VIR,2017,13930.886
United States Virgin Islands,VIR,2018,15200.687
United States Virgin Islands,VIR,2019,15470.512
United States Virgin Islands,VIR,2020,5559.8696
United States Virgin Islands,VIR,2021,3872.128
Uruguay,URY,1995,48.312115
Uruguay,URY,1996,32.851562
Uruguay,URY,1997,45.29954
Uruguay,URY,1998,49.345997
Uruguay,URY,1999,60.994858
Uruguay,URY,2000,81.40386
Uruguay,URY,2001,74.22133
Uruguay,URY,2002,28.731756
Uruguay,URY,2003,26.584465
Uruguay,URY,2004,34.70332
Uruguay,URY,2005,32.854424
Uruguay,URY,2006,22.574844
Uruguay,URY,2007,18.626186
Uruguay,URY,2008,95.02025
Uruguay,URY,2009,74.15911
Uruguay,URY,2010,105.88629
Uruguay,URY,2011,115.12269
Uruguay,URY,2012,136.4526
Uruguay,URY,2013,165.32655
Uruguay,URY,2014,151.25337
Uruguay,URY,2015,150.75731
Uruguay,URY,2016,174.2942
Uruguay,URY,2017,159.25404
Uruguay,URY,2018,141.52138
Uruguay,URY,2019,122.79738
Vanuatu,VUT,1995,222.71323
Vanuatu,VUT,1996,326.22693
Vanuatu,VUT,1997,173.3015
Vanuatu,VUT,1998,141.99736
Vanuatu,VUT,1999,240.06401
Vanuatu,VUT,2000,249.88676
Vanuatu,VUT,2001,268.97684
Vanuatu,VUT,2002,247.3521
Vanuatu,VUT,2003,250.87566
Vanuatu,VUT,2004,178.8816
Vanuatu,VUT,2005,294.06088
Vanuatu,VUT,2006,385.7644
Vanuatu,VUT,2007,376.6
Vanuatu,VUT,2008,453.48276
Vanuatu,VUT,2009,520.6508
Vanuatu,VUT,2010,572.3854
Vanuatu,VUT,2011,616.3727
Vanuatu,VUT,2012,827.73413
Vanuatu,VUT,2013,937.21423
Vanuatu,VUT,2014,814.98987
Vanuatu,VUT,2015,712.60626
Vanuatu,VUT,2016,905.5251
Vanuatu,VUT,2017,770.37036
Vanuatu,VUT,2018,789.0833
Vanuatu,VUT,2019,444.789
Vanuatu,VUT,2020,193.7798
Venezuela,VEN,1995,8.096877
Venezuela,VEN,1996,8.904793
Venezuela,VEN,1997,5.1654778
Venezuela,VEN,1998,5.4459243
Venezuela,VEN,1999,4.7982717
Venezuela,VEN,2000,5.4446316
Venezuela,VEN,2001,8.360058
Venezuela,VEN,2002,6.237435
Venezuela,VEN,2003,3.801097
Venezuela,VEN,2004,5.0329947
Venezuela,VEN,2005,5.249582
Venezuela,VEN,2006,4.981167
Venezuela,VEN,2007,5.1589284
Venezuela,VEN,2008,0.10739663
Venezuela,VEN,2009,0.17650446
Venezuela,VEN,2010,0.31342477
Venezuela,VEN,2011,1.0310639
Venezuela,VEN,2012,2.4770594
Venezuela,VEN,2013,3.3179142
Venezuela,VEN,2014,3.6431973
Venezuela,VEN,2015,3.0462117
Venezuela,VEN,2016,2.6023483
Venezuela,VEN,2017,0.06543768
Vietnam,VNM,1996,8.432687
Vietnam,VNM,1997,7.91495
Vietnam,VNM,1998,7.0272408
Vietnam,VNM,1999,7.3089204
Vietnam,VNM,2000,9.58214
Vietnam,VNM,2001,9.158361
Vietnam,VNM,2002,3.8317358
Vietnam,VNM,2003,2.957933
Vietnam,VNM,2004,3.1951897
Vietnam,VNM,2005,2.4055202
Vietnam,VNM,2006,2.6681976
Vietnam,VNM,2007,2.6544828
Vietnam,VNM,2008,1.7757584
Vietnam,VNM,2009,0.7631565
Vietnam,VNM,2010,0.5720103
Vietnam,VNM,2011,0.5206618
Vietnam,VNM,2013,4.109996
Vietnam,VNM,2014,4.230809
Vietnam,VNM,2015,4.2194824
Yemen,YEM,2010,0.40413928
Yemen,YEM,2011,13.581619
Yemen,YEM,2012,15.558629
Yemen,YEM,2013,12.340643
Yemen,YEM,2014,7.2063475
Yemen,YEM,2015,1.1151419
Zimbabwe,ZWE,1995,4.820792
Zimbabwe,ZWE,1996,1.7892015
Zimbabwe,ZWE,1997,4.840524
Zimbabwe,ZWE,1998,9.005604
Zimbabwe,ZWE,1999,12.71716
Zimbabwe,ZWE,2000,8.365246
Zimbabwe,ZWE,2001,12.509465
